Tmc,TmcType,RoadNumber,RoadName,IsPrimary,FirstName,TmcLinear,Country,State,County,Zip,Direction,StartLat,StartLong,EndLat,EndLong,Miles,FRC,Border_Set,F_System,Urban_Code,FacilType,StrucType,ThruLanes,Route_Numb,Route_Sign,Route_Qual,AltRteName,AADT,AADT_Singl,AADT_Combi,NHS,NHS_Pct,Strhnt_Typ,Strhnt_Pct,Truck,geometry,Jan._lottr,Feb._lottr,Mar._lottr,Q1_lottr,Jan._tttr,Feb._tttr,Mar._tttr,Q1_tttr,Jan._ed,Feb._ed,Mar._ed,start,end,met_region,elevation,color_lottr,MidLat,MidLong,path
121+04467,P1,I-24,I-24,1,TN-840/Exit 74,83,UNITED STATES,TENNESSEE,RUTHERFORD,37129,N,35.85104,-86.43922,35.88094,-86.47197,2.761964091173498,1,N,1,61273,2,,8.0,24.0,2.0,1.0,24,128136,14774,1281,1,100,1,100,1,"LINESTRING (-86.43922000000001 35.85104, -86.43933 35.85114, -86.43991 35.85168, -86.44011999999999 35.85188, -86.44068 35.8524, -86.44144 35.85309, -86.44276000000001 35.85423, -86.44341 35.85483, -86.4442 35.85554, -86.44511 35.85637, -86.44642 35.85756, -86.44665000000001 35.85777, -86.44759000000001 35.85863, -86.44853999999999 35.85951, -86.44951 35.86041, -86.45048 35.86129, -86.4512 35.86195, -86.45191 35.86259, -86.45226 35.86292, -86.45254 35.86318, -86.45302 35.86361, -86.45407 35.86454, -86.45447 35.86491, -86.4558 35.86611, -86.45726000000001 35.86746, -86.45854 35.86861, -86.45977000000001 35.86973, -86.45996 35.8699, -86.46071999999999 35.87059, -86.46108 35.87092, -86.46223999999999 35.87201, -86.46252 35.87226, -86.46286000000001 35.87257, -86.46312 35.87281, -86.46379 35.87342, -86.46471 35.87429, -86.46550000000001 35.87503, -86.46619 35.87568, -86.46684999999999 35.87629, -86.46746 35.87684, -86.46787999999999 35.87723, -86.46827 35.87759, -86.46845999999999 35.87776, -86.46904000000001 35.87828, -86.46923 35.87845, -86.47008 35.87924, -86.47036 35.87948, -86.47047000000001 35.87958, -86.47145 35.88047, -86.47197 35.88094)",1.033112582781457,1.0733333333333333,1.0385135135135135,1.0405405405405406,1.077551020408163,1.606666666666667,1.0945945945945943,1.2197278911564622,0.0,819.07,189.13,"-86.43922,35.85104","-86.47197,35.88094",3,1.04,"(54.65925, 4.3281149999999995, 152.80594499999998)",35.86599,-86.455595,"((-86.43922, 35.85104), (-86.43933, 35.85114), (-86.43991, 35.85168), (-86.44012, 35.85188), (-86.44068, 35.8524), (-86.44144, 35.85309), (-86.44276, 35.85423), (-86.44341, 35.85483), (-86.4442, 35.85554), (-86.44511, 35.85637), (-86.44642, 35.85756), (-86.44665, 35.85777), (-86.44759, 35.85863), (-86.44854, 35.85951), (-86.44951, 35.86041), (-86.45048, 35.86129), (-86.4512, 35.86195), (-86.45191, 35.86259), (-86.45226, 35.86292), (-86.45254, 35.86318), (-86.45302, 35.86361), (-86.45407, 35.86454), (-86.45447, 35.86491), (-86.4558, 35.86611), (-86.45726, 35.86746), (-86.45854, 35.86861), (-86.45977, 35.86973), (-86.45996, 35.8699), (-86.46072, 35.87059), (-86.46108, 35.87092), (-86.46224, 35.87201), (-86.46252, 35.87226), (-86.46286, 35.87257), (-86.46312, 35.87281), (-86.46379, 35.87342), (-86.46471, 35.87429), (-86.4655, 35.87503), (-86.46619, 35.87568), (-86.46685, 35.87629), (-86.46746, 35.87684), (-86.46788, 35.87723), (-86.46827, 35.87759), (-86.46846, 35.87776), (-86.46904, 35.87828), (-86.46923, 35.87845), (-86.47008, 35.87924), (-86.47036, 35.87948), (-86.47047, 35.87958), (-86.47145, 35.88047), (-86.47197, 35.88094))"
121+04115,P1,I-75,I-75,1,TN-131/Emory Rd/Exit 112,66,UNITED STATES,TENNESSEE,KNOX,37849,N,36.02802,-83.9983,36.04451,-83.99851,1.193709981633778,1,N,1,45640,2,,6.0,75.0,2.0,1.0,75,65000,10400,2600,1,100,1,100,1,"LINESTRING (-83.9983 36.02802, -83.99839 36.02824, -83.99852 36.02856, -83.9986 36.02874, -83.99867 36.02897, -83.99876 36.02924, -83.99887 36.02976, -83.99894 36.03028, -83.99897 36.03079, -83.99894999999999 36.03131, -83.99889 36.03182, -83.99879 36.03233, -83.99867 36.03283, -83.99852 36.03326, -83.99834 36.03364, -83.99768 36.03503, -83.99683 36.03677, -83.99659 36.0373, -83.99639000000001 36.03784, -83.99630999999999 36.03816, -83.99626000000001 36.03838, -83.99623 36.03866, -83.9962 36.03892, -83.9962 36.03924, -83.9962 36.03947, -83.99625 36.03975, -83.99629 36.04002, -83.99637 36.0403, -83.99644000000001 36.04056, -83.99654 36.0408, -83.99661 36.04097, -83.99666000000001 36.04109, -83.99692 36.0416, -83.99778999999999 36.0432, -83.99851 36.04451)",1.03,1.05,1.04,1.04,1.25,1.161764705882353,1.2701492537313428,1.2537313432835822,39.63,0.0,21.64,"-83.9983,36.02802","-83.99851,36.04451",1,1.04,"(56.405235000000005, 4.206735, 153.53116500000002)",36.036265,-83.99840499999999,"((-83.9983, 36.02802), (-83.99839, 36.02824), (-83.99852, 36.02856), (-83.9986, 36.02874), (-83.99867, 36.02897), (-83.99876, 36.02924), (-83.99887, 36.02976), (-83.99894, 36.03028), (-83.99897, 36.03079), (-83.99895, 36.03131), (-83.99889, 36.03182), (-83.99879, 36.03233), (-83.99867, 36.03283), (-83.99852, 36.03326), (-83.99834, 36.03364), (-83.99768, 36.03503), (-83.99683, 36.03677), (-83.99659, 36.0373), (-83.99639, 36.03784), (-83.99631, 36.03816), (-83.99626, 36.03838), (-83.99623, 36.03866), (-83.9962, 36.03892), (-83.9962, 36.03924), (-83.9962, 36.03947), (-83.99625, 36.03975), (-83.99629, 36.04002), (-83.99637, 36.0403), (-83.99644, 36.04056), (-83.99654, 36.0408), (-83.99661, 36.04097), (-83.99666, 36.04109), (-83.99692, 36.0416), (-83.99779, 36.0432), (-83.99851, 36.04451))"
121+04243,P3,TN-386,VIETNAM VETERANS BLVD,1,Davidson/Sumner County Line,86,UNITED STATES,TENNESSEE,DAVIDSON,37115,E,36.3085,-86.69144,36.31216,-86.6749,0.968819120034869,3,N,2,61273,2,,4.0,386.0,4.0,1.0,386,81290,1625,812,1,100,0,0,0,"LINESTRING (-86.69144 36.3085, -86.6913 36.30855, -86.68995 36.30908, -86.68911 36.30939, -86.68877000000001 36.30952, -86.68826 36.30971, -86.68763 36.30995, -86.68662999999999 36.31034, -86.68608999999999 36.31056, -86.68523999999999 36.31087, -86.68483999999999 36.31101, -86.68465 36.31107, -86.68425999999999 36.31119, -86.68377 36.31131, -86.68259999999999 36.31159, -86.68198 36.31171, -86.68106 36.31185, -86.68017999999999 36.31195, -86.67986999999999 36.31198, -86.67922 36.31203, -86.67815 36.31208, -86.67622 36.31213, -86.67489999999999 36.31216)",1.150943396226415,1.1454545454545455,1.0517241379310345,1.1272727272727272,1.339622641509434,1.5576923076923077,1.1724137931034482,1.375454545454545,495.49,70.33,9.74,"-86.69144,36.3085","-86.6749,36.31216",3,1.05,"(66.601665, 3.3935400000000002, 157.567305)",36.31033,-86.68316999999999,"((-86.69144, 36.3085), (-86.6913, 36.30855), (-86.68995, 36.30908), (-86.68911, 36.30939), (-86.68877, 36.30952), (-86.68826, 36.30971), (-86.68763, 36.30995), (-86.68663, 36.31034), (-86.68609, 36.31056), (-86.68524, 36.31087), (-86.68484, 36.31101), (-86.68465, 36.31107), (-86.68426, 36.31119), (-86.68377, 36.31131), (-86.6826, 36.31159), (-86.68198, 36.31171), (-86.68106, 36.31185), (-86.68018, 36.31195), (-86.67987, 36.31198), (-86.67922, 36.31203), (-86.67815, 36.31208), (-86.67622, 36.31213), (-86.6749, 36.31216))"
121+04305,P1,TN-155,BRILEY PKWY,1,County Hospital Rd/Exit 25,92,UNITED STATES,TENNESSEE,DAVIDSON,37218,S,36.20757,-86.87106,36.19294,-86.86493,1.069231366240404,3,N,2,61273,2,,4.0,155.0,4.0,1.0,155,45610,4104,2280,1,100,0,0,0,"LINESTRING (-86.87106 36.20757, -86.87094 36.2071, -86.8707 36.20622, -86.87065 36.20602, -86.87057 36.20567, -86.87052 36.20546, -86.87041000000001 36.205, -86.87026 36.20453, -86.87009 36.20397, -86.86987999999999 36.20339, -86.86971 36.20295, -86.86959 36.2027, -86.86923 36.20194, -86.86875000000001 36.20094, -86.86864 36.20068, -86.86814 36.19966, -86.86756 36.19843, -86.86681 36.19687, -86.86669999999999 36.19662, -86.86658 36.19637, -86.86638000000001 36.19596, -86.86599 36.19513, -86.86493 36.19294)",1.0483870967741935,1.0634920634920637,1.032258064516129,1.0483870967741935,1.125,1.3333333333333333,1.1587301587301588,1.171875,4.11,19.99,0.0,"-86.87106,36.20757","-86.86493,36.19294",3,1.03,"(49.31037, 4.680269999999999, 150.53415)",36.200255,-86.86799500000001,"((-86.87106, 36.20757), (-86.87094, 36.2071), (-86.8707, 36.20622), (-86.87065, 36.20602), (-86.87057, 36.20567), (-86.87052, 36.20546), (-86.87041, 36.205), (-86.87026, 36.20453), (-86.87009, 36.20397), (-86.86988, 36.20339), (-86.86971, 36.20295), (-86.86959, 36.2027), (-86.86923, 36.20194), (-86.86875, 36.20094), (-86.86864, 36.20068), (-86.86814, 36.19966), (-86.86756, 36.19843), (-86.86681, 36.19687), (-86.8667, 36.19662), (-86.86658, 36.19637), (-86.86638, 36.19596), (-86.86599, 36.19513), (-86.86493, 36.19294))"
121+04472,P1,I-65,I-65,1,TN-840/Exit 59,87,UNITED STATES,TENNESSEE,WILLIAMSON,37179,N,35.74894,-86.87062,35.81659,-86.84215,5.025698156128217,1,N,1,61273,2,,4.0,65.0,2.0,1.0,65,77637,10391,1553,1,100,1,100,1,"LINESTRING (-86.87062 35.74894, -86.87059000000001 35.74905, -86.87051 35.74933, -86.87043 35.7496, -86.8703 35.75001, -86.87013 35.75045, -86.87007 35.75064, -86.86993 35.75103, -86.86978999999999 35.75139, -86.86977 35.75143, -86.86971 35.75156, -86.86942000000001 35.75222, -86.86908 35.75302, -86.86872 35.75387, -86.86827 35.75493, -86.8678 35.75603, -86.86763999999999 35.75641, -86.86734 35.75712, -86.86695 35.75804, -86.86651000000001 35.75906, -86.86644 35.75925, -86.86621 35.75984, -86.86606999999999 35.76024, -86.86596 35.76053, -86.86582 35.76095, -86.86575000000001 35.76118, -86.86574 35.7612, -86.86566999999999 35.76144, -86.86555 35.76182, -86.86533 35.76264, -86.86515 35.76337, -86.86494999999999 35.76427, -86.86484 35.76491, -86.86472999999999 35.76568, -86.86461 35.76671, -86.86453 35.76748, -86.86442 35.76851, -86.86431 35.76953, -86.86418999999999 35.77063, -86.86409999999999 35.77145, -86.864 35.7723, -86.86387999999999 35.77332, -86.86382999999999 35.77379, -86.86369999999999 35.77506, -86.86353 35.77668, -86.86338000000001 35.7781, -86.86324999999999 35.77918, -86.86313 35.78, -86.86297 35.78088, -86.86281 35.78162, -86.86257999999999 35.78259, -86.86224 35.7841, -86.86188 35.7857, -86.86149 35.78739, -86.86111 35.78909, -86.86100999999999 35.78954, -86.86098 35.78968, -86.86095 35.78981, -86.86076 35.79059, -86.86054 35.79133, -86.86033999999999 35.79188, -86.86011999999999 35.79242, -86.85992 35.79286, -86.85966999999999 35.79337, -86.85939999999999 35.79387, -86.85934 35.79397, -86.85892 35.79464, -86.85844 35.79533, -86.85789 35.79604, -86.85726 35.79683, -86.85626000000001 35.79807, -86.85508 35.79954, -86.85397 35.80093, -86.85283 35.80235, -86.85196999999999 35.80342, -86.85063 35.80511, -86.85039999999999 35.8054, -86.85021 35.80563, -86.84969 35.80629, -86.8493 35.80677, -86.84901000000001 35.80715, -86.84887000000001 35.80733, -86.84855 35.80774, -86.84796 35.8085, -86.84778 35.80875, -86.84712 35.80964, -86.84657 35.8104, -86.8464 35.81064, -86.8455 35.8119, -86.84477 35.81293, -86.84379 35.8143, -86.84296000000001 35.81545, -86.84260999999999 35.81594, -86.84215 35.81659)",1.0362903225806452,1.1739961759082218,1.2127906976744187,1.091860465116279,1.1186770428015562,1.6195028680688337,1.934496124031008,1.6375968992248051,427.36,923.92,6962.07,"-86.87062,35.74894","-86.84215,35.81659",3,1.21,"(183.391155, 48.890895, 138.379065)",35.782765,-86.856385,"((-86.87062, 35.74894), (-86.87059, 35.74905), (-86.87051, 35.74933), (-86.87043, 35.7496), (-86.8703, 35.75001), (-86.87013, 35.75045), (-86.87007, 35.75064), (-86.86993, 35.75103), (-86.86979, 35.75139), (-86.86977, 35.75143), (-86.86971, 35.75156), (-86.86942, 35.75222), (-86.86908, 35.75302), (-86.86872, 35.75387), (-86.86827, 35.75493), (-86.8678, 35.75603), (-86.86764, 35.75641), (-86.86734, 35.75712), (-86.86695, 35.75804), (-86.86651, 35.75906), (-86.86644, 35.75925), (-86.86621, 35.75984), (-86.86607, 35.76024), (-86.86596, 35.76053), (-86.86582, 35.76095), (-86.86575, 35.76118), (-86.86574, 35.7612), (-86.86567, 35.76144), (-86.86555, 35.76182), (-86.86533, 35.76264), (-86.86515, 35.76337), (-86.86495, 35.76427), (-86.86484, 35.76491), (-86.86473, 35.76568), (-86.86461, 35.76671), (-86.86453, 35.76748), (-86.86442, 35.76851), (-86.86431, 35.76953), (-86.86419, 35.77063), (-86.8641, 35.77145), (-86.864, 35.7723), (-86.86388, 35.77332), (-86.86383, 35.77379), (-86.8637, 35.77506), (-86.86353, 35.77668), (-86.86338, 35.7781), (-86.86325, 35.77918), (-86.86313, 35.78), (-86.86297, 35.78088), (-86.86281, 35.78162), (-86.86258, 35.78259), (-86.86224, 35.7841), (-86.86188, 35.7857), (-86.86149, 35.78739), (-86.86111, 35.78909), (-86.86101, 35.78954), (-86.86098, 35.78968), (-86.86095, 35.78981), (-86.86076, 35.79059), (-86.86054, 35.79133), (-86.86034, 35.79188), (-86.86012, 35.79242), (-86.85992, 35.79286), (-86.85967, 35.79337), (-86.8594, 35.79387), (-86.85934, 35.79397), (-86.85892, 35.79464), (-86.85844, 35.79533), (-86.85789, 35.79604), (-86.85726, 35.79683), (-86.85626, 35.79807), (-86.85508, 35.79954), (-86.85397, 35.80093), (-86.85283, 35.80235), (-86.85197, 35.80342), (-86.85063, 35.80511), (-86.8504, 35.8054), (-86.85021, 35.80563), (-86.84969, 35.80629), (-86.8493, 35.80677), (-86.84901, 35.80715), (-86.84887, 35.80733), (-86.84855, 35.80774), (-86.84796, 35.8085), (-86.84778, 35.80875), (-86.84712, 35.80964), (-86.84657, 35.8104), (-86.8464, 35.81064), (-86.8455, 35.8119), (-86.84477, 35.81293), (-86.84379, 35.8143), (-86.84296, 35.81545), (-86.84261, 35.81594), (-86.84215, 35.81659))"
121+04546,P1,I-40,I-40,1,Watt Rd/Exit 369,123,UNITED STATES,TENNESSEE,LOUDON,37772,E,35.87115,-84.25104,35.87582,-84.24205,0.598531499032022,1,N,1,45640,2,,6.0,40.0,2.0,1.0,40,92710,19469,4635,1,100,1,100,1,"LINESTRING (-84.25104 35.87115, -84.25044 35.87154, -84.25001 35.87181, -84.24952 35.8721, -84.24901 35.87238, -84.24851 35.87266, -84.24772 35.87309, -84.24688999999999 35.87353, -84.24603999999999 35.87396, -84.24469000000001 35.8746, -84.24205000000001 35.87582)",1.03,1.05,1.09,1.06,1.0606060606060606,1.1515151515151516,2.948484848484847,1.4651515151515124,0.0,600.9,1369.97,"-84.25104,35.87115","-84.24205,35.87582",1,1.09,"(98.731665, 0.36567, 166.815135)",35.873485,-84.246545,"((-84.25104, 35.87115), (-84.25044, 35.87154), (-84.25001, 35.87181), (-84.24952, 35.8721), (-84.24901, 35.87238), (-84.24851, 35.87266), (-84.24772, 35.87309), (-84.24689, 35.87353), (-84.24604, 35.87396), (-84.24469, 35.8746), (-84.24205, 35.87582))"
121+04571,P1,I-24,I-24,1,TN-48/Exit 1,128,UNITED STATES,TENNESSEE,MONTGOMERY,37040,N,36.60409,-87.28583,36.62819,-87.31134,2.21877745714821,1,N,1,17317,2,,4.0,24.0,2.0,1.0,24,54780,11503,2739,1,100,1,100,1,"LINESTRING (-87.28583 36.60409, -87.28625 36.60455, -87.28643 36.60477, -87.28706 36.60548, -87.28822 36.6068, -87.291 36.60994, -87.29434000000001 36.61373, -87.29629 36.61594, -87.29743000000001 36.61724, -87.29769 36.61753, -87.298 36.61786, -87.29841999999999 36.61836, -87.29891000000001 36.61893, -87.29928 36.61937, -87.29976000000001 36.61988, -87.30025999999999 36.62045, -87.30085 36.62111, -87.30225 36.6227, -87.30292 36.62345, -87.30341 36.624, -87.30379000000001 36.62439, -87.30427 36.62484, -87.30452 36.62505, -87.30479 36.62524, -87.30507 36.62544, -87.30535 36.62562, -87.30565 36.6258, -87.30625999999999 36.62613, -87.3069 36.62642, -87.3079 36.62682, -87.31134 36.62819)",1.0347826086956522,1.0603448275862069,1.0338983050847457,1.0347826086956522,1.0847457627118644,1.3677685950413223,1.562068965517236,1.1266949152542358,81.69,3.67,493.71,"-87.28583,36.60409","-87.31134,36.62819",3,1.03,"(51.113475, 4.56501, 151.30782)",36.61614,-87.298585,"((-87.28583, 36.60409), (-87.28625, 36.60455), (-87.28643, 36.60477), (-87.28706, 36.60548), (-87.28822, 36.6068), (-87.291, 36.60994), (-87.29434, 36.61373), (-87.29629, 36.61594), (-87.29743, 36.61724), (-87.29769, 36.61753), (-87.298, 36.61786), (-87.29842, 36.61836), (-87.29891, 36.61893), (-87.29928, 36.61937), (-87.29976, 36.61988), (-87.30026, 36.62045), (-87.30085, 36.62111), (-87.30225, 36.6227), (-87.30292, 36.62345), (-87.30341, 36.624), (-87.30379, 36.62439), (-87.30427, 36.62484), (-87.30452, 36.62505), (-87.30479, 36.62524), (-87.30507, 36.62544), (-87.30535, 36.62562), (-87.30565, 36.6258), (-87.30626, 36.62613), (-87.3069, 36.62642), (-87.3079, 36.62682), (-87.31134, 36.62819))"
121-08633,P1,US-41,MURFREESBORO RD,1,Nashboro Blvd/Una Antioch Pike,531,UNITED STATES,TENNESSEE,DAVIDSON,37217,S,36.09442,-86.65334,36.08685,-86.6486,0.586482765985922,4,N,3,61273,2,,4.0,41.0,3.0,1.0,41,42510,2550,1275,1,100,0,0,0,"LINESTRING (-86.65334 36.09442, -86.65309000000001 36.09411, -86.65291000000001 36.0939, -86.65273999999999 36.09365, -86.65267 36.09355, -86.65244 36.09317, -86.65223 36.09282, -86.65179999999999 36.09213, -86.65177 36.09207, -86.65127 36.09123, -86.65109 36.09095, -86.65094000000001 36.0907, -86.65079 36.09045, -86.65028 36.08961, -86.64998 36.08913, -86.64977 36.08877, -86.64967 36.0886, -86.64928999999999 36.088, -86.64917 36.0878, -86.64903 36.08757, -86.64892 36.08738, -86.6486 36.08685)",1.4577981651376146,1.4,1.4458823529411768,1.4297709923664128,2.193548387096774,2.485555555555554,2.3865079365079307,2.258196721311477,2801.46,4035.78,5735.56,"-86.65334,36.09442","-86.6486,36.08685",3,1.45,"(252.56194499999998, 203.19904499999998, 37.70685)",36.090635,-86.65097,"((-86.65334, 36.09442), (-86.65309, 36.09411), (-86.65291, 36.0939), (-86.65274, 36.09365), (-86.65267, 36.09355), (-86.65244, 36.09317), (-86.65223, 36.09282), (-86.6518, 36.09213), (-86.65177, 36.09207), (-86.65127, 36.09123), (-86.65109, 36.09095), (-86.65094, 36.0907), (-86.65079, 36.09045), (-86.65028, 36.08961), (-86.64998, 36.08913), (-86.64977, 36.08877), (-86.64967, 36.0886), (-86.64929, 36.088), (-86.64917, 36.0878), (-86.64903, 36.08757), (-86.64892, 36.08738), (-86.6486, 36.08685))"
121-10417,P1,US-441,N BROADWAY NE,1,Woodland Ave/Coker Ave,794,UNITED STATES,TENNESSEE,KNOX,37917,S,36.01412,-83.92352,35.99431,-83.92107,1.494581577782849,3,N,3,45640,2,,4.0,441.0,3.0,1.0,441,20797,1225,600,1,100,0,0,0,"LINESTRING (-83.92352 36.01412, -83.92361 36.01398, -83.92375 36.01355, -83.92382000000001 36.01333, -83.92385 36.01322, -83.9239 36.01303, -83.9241 36.01223, -83.92419 36.0119, -83.92428 36.0116, -83.92440999999999 36.01129, -83.92451 36.01111, -83.92455 36.01103, -83.92487 36.01043, -83.92494000000001 36.01028, -83.92538 36.00938, -83.92549 36.00918, -83.9256 36.009, -83.926 36.00847, -83.92621 36.00817, -83.92637000000001 36.00793, -83.92652 36.00764, -83.92663 36.00733, -83.92674 36.00636, -83.92683 36.00549, -83.92684 36.00542, -83.92686 36.00508, -83.92685 36.00451, -83.92683 36.00408, -83.92677 36.00372, -83.92672 36.00342, -83.92665 36.00317, -83.92655999999999 36.00295, -83.92646000000001 36.00275, -83.92632 36.00245, -83.92591 36.00143, -83.92583999999999 36.00128, -83.92558 36.00065, -83.92533 36.00001, -83.92504 35.99932, -83.92484 35.99882, -83.92466 35.99837, -83.92449000000001 35.99794, -83.9243 35.99746, -83.92417 35.9972, -83.92395 35.99692, -83.92382000000001 35.99679, -83.9237 35.9967, -83.92332 35.99645, -83.92265999999999 35.996, -83.92236 35.9958, -83.92214 35.99561, -83.92189999999999 35.99539, -83.92184 35.99533, -83.92162 35.99509, -83.92143 35.99482, -83.92127000000001 35.99459, -83.92107 35.99431)",1.36,1.31,1.35,1.31,2.9760000000000004,2.3475,2.888888888888889,2.70475,2206.84,2086.75,3224.1,"-83.92352,36.01412","-83.92107,35.99431",1,1.35,"(242.050335, 132.029565, 75.39381)",36.004215,-83.92229499999999,"((-83.92352, 36.01412), (-83.92361, 36.01398), (-83.92375, 36.01355), (-83.92382, 36.01333), (-83.92385, 36.01322), (-83.9239, 36.01303), (-83.9241, 36.01223), (-83.92419, 36.0119), (-83.92428, 36.0116), (-83.92441, 36.01129), (-83.92451, 36.01111), (-83.92455, 36.01103), (-83.92487, 36.01043), (-83.92494, 36.01028), (-83.92538, 36.00938), (-83.92549, 36.00918), (-83.9256, 36.009), (-83.926, 36.00847), (-83.92621, 36.00817), (-83.92637, 36.00793), (-83.92652, 36.00764), (-83.92663, 36.00733), (-83.92674, 36.00636), (-83.92683, 36.00549), (-83.92684, 36.00542), (-83.92686, 36.00508), (-83.92685, 36.00451), (-83.92683, 36.00408), (-83.92677, 36.00372), (-83.92672, 36.00342), (-83.92665, 36.00317), (-83.92656, 36.00295), (-83.92646, 36.00275), (-83.92632, 36.00245), (-83.92591, 36.00143), (-83.92584, 36.00128), (-83.92558, 36.00065), (-83.92533, 36.00001), (-83.92504, 35.99932), (-83.92484, 35.99882), (-83.92466, 35.99837), (-83.92449, 35.99794), (-83.9243, 35.99746), (-83.92417, 35.9972), (-83.92395, 35.99692), (-83.92382, 35.99679), (-83.9237, 35.9967), (-83.92332, 35.99645), (-83.92266, 35.996), (-83.92236, 35.9958), (-83.92214, 35.99561), (-83.9219, 35.99539), (-83.92184, 35.99533), (-83.92162, 35.99509), (-83.92143, 35.99482), (-83.92127, 35.99459), (-83.92107, 35.99431))"
121-10413,P1,US-441,BROADWAY SW,1,TN-62/Western Ave/Summit Hill Dr,794,UNITED STATES,TENNESSEE,KNOX,37917,S,35.97017,-83.92412,35.96574,-83.9244,0.306675347191673,4,N,3,45640,2,,4.0,441.0,3.0,1.0,441,36010,360,1080,1,100,0,0,0,"LINESTRING (-83.92412 35.97017, -83.92412 35.9701, -83.92413999999999 35.96967, -83.92415 35.9694, -83.92417 35.96912, -83.92422999999999 35.96833, -83.92428 35.96761, -83.92433 35.96716, -83.92437 35.96687, -83.92440999999999 35.96659, -83.92442 35.96633, -83.92442 35.96622, -83.92440999999999 35.96603, -83.92440000000001 35.96574)",1.75,1.23,2.01,2.47,4.467741935483871,2.5382352941176443,4.134328358208955,4.161764705882348,171.53,87.72,68.84,"-83.92412,35.97017","-83.9244,35.96574",1,2.01,"(239.70382500000002, 248.66529, 33.48813)",35.967955,-83.92426,"((-83.92412, 35.97017), (-83.92412, 35.9701), (-83.92414, 35.96967), (-83.92415, 35.9694), (-83.92417, 35.96912), (-83.92423, 35.96833), (-83.92428, 35.96761), (-83.92433, 35.96716), (-83.92437, 35.96687), (-83.92441, 35.96659), (-83.92442, 35.96633), (-83.92442, 35.96622), (-83.92441, 35.96603), (-83.9244, 35.96574))"
121N10727,P1,I-65,I-65,1,McEwen Dr/Exit 67,87,UNITED STATES,TENNESSEE,WILLIAMSON,37067,S,35.93907,-86.81726,35.93075,-86.82016,0.597225892251878,1,N,1,61273,2,,8.0,65.0,2.0,1.0,65,126528,6326,5060,1,100,1,100,1,"LINESTRING (-86.81726 35.93907, -86.81735 35.93881, -86.8181 35.93661, -86.81858 35.93519, -86.81891 35.93422, -86.81894 35.93414, -86.81896999999999 35.93404, -86.81921 35.93336, -86.81955000000001 35.93244, -86.8199 35.93148, -86.82006 35.93104, -86.82016 35.93075)",1.032258064516129,1.064516129032258,1.0666666666666669,1.032258064516129,1.096774193548387,1.40625,1.1333333333333333,1.1290322580645162,0.0,1.72,0.0,"-86.81726,35.93907","-86.82016,35.93075",3,1.07,"(79.698465, 2.100945, 162.1035)",35.93491,-86.81871000000001,"((-86.81726, 35.93907), (-86.81735, 35.93881), (-86.8181, 35.93661), (-86.81858, 35.93519), (-86.81891, 35.93422), (-86.81894, 35.93414), (-86.81897, 35.93404), (-86.81921, 35.93336), (-86.81955, 35.93244), (-86.8199, 35.93148), (-86.82006, 35.93104), (-86.82016, 35.93075))"
